genus,functional_category,plot_CAP1,plot_CAP2
Aeromonas,,0.015768162659268635,-0.026693858475811696
Azospira,,-0.10695765530738488,-0.10425464949936547
Ca_Caldilinea,,0.20677932261825463,0.007232067976859939
Ca_Sarcinithrix,,0.24966395613150655,0.07353137665111792
Denitratisoma,,-0.0312760317920972,-0.15101196991825422
Dokdonella,,-0.06577057538085324,-0.02066176811746165
Hydrogenophaga,,-0.042889685545816396,-0.0259963345609702
Lysobacter,,0.14428676084266967,-0.08052060687209331
Pseudoxanthomonas,,-0.2390690104537008,0.006198439924924503
Rhodoplanes,,0.25607375455632037,0.0748434054728609
Sediminibacterium,,-0.28749265506881677,0.07631328670314845
alphaI_cluster,,0.2422996156981175,0.08922452677542947
midas_g_12887,,0.20617524353374694,0.006009701784321195
midas_g_171,,0.1365215701655961,-0.12031546440758221
midas_g_2019,,0.21050387709001064,0.02413691068087
midas_g_26667,,0.1788015305877566,0.046323330213379456
midas_g_31688,,0.2217529419411926,0.0747504322484566
midas_g_36422,,0.1349586863092094,-0.06325744542537583
midas_g_3943,,0.16450321091410833,0.05809748563157121
midas_g_41804,,0.05103496398267414,-0.03636730749856176
midas_g_428,,-0.3014297449150445,0.07547068269834606
midas_g_61007,,0.10766912730710962,-0.06266150747040988
midas_g_71310,,0.23442691516733516,0.024548925638580934
midas_g_8672,,0.1463462001018159,-0.01631416049533743
midas_g_973,,0.08663806871925464,0.03682228028565663
Ca_Competibacter,GAOs,-0.13608974772687174,-0.09097374151964972
Ca_Accumulibacter,PAOs,0.27667026586850535,-0.018714450520569827
Thauera,Putative GAOs,-0.32366053215521,0.06289906562849022
Zoogloea,Putative PAOs,-0.2703295858392378,0.056258696088341005
